Building,Neighbourhood,Address,City,Listing,Bed,Bath,SqFt,Price,Pets,Latitude,Longitude,Date,Controlled Access,Fitness Center,Outdoor Space,Residents Lounge,Roof Deck,Storage,Swimming Pool,Air Conditioning,Balcony,Furnished,Hardwood Floor,High Ceilings,In Unit Laundry
Skyline,Fairview Apartments,"1305 12th Ave W, Vancouver, BC V6H 1M3",Vancouver,00802,1,1.0,670.0,2700,0,49.26076492409972,-123.13400473849532,2024-03-19 04:59:19.228,0,1,0,0,0,1,1,0,1,0,1,0,1
Laurel,Marpole Apartments,"8605 Laurel St, Vancouver, BC V6P 0K4",Vancouver,321- 1 Bedroom,1,1.0,450.0,2243,0,49.20836733449659,-123.1262451669594,2024-03-19 04:59:19.228,0,0,0,0,0,0,0,0,0,0,0,0,0
Laurel,Marpole Apartments,"8605 Laurel St, Vancouver, BC V6P 0K4",Vancouver,1 Bedroom,1,1.0,450.0,2250,0,49.20836733449659,-123.1262451669594,2024-03-19 04:59:19.228,0,0,0,0,0,0,0,0,0,0,0,0,0
Laurel,Marpole Apartments,"8605 Laurel St, Vancouver, BC V6P 0K4",Vancouver,623-1 Bedroom,1,1.0,450.0,2300,0,49.20836733449659,-123.1262451669594,2024-03-19 04:59:19.228,0,0,0,0,0,0,0,0,0,0,0,0,0
Laurel,Marpole Apartments,"8605 Laurel St, Vancouver, BC V6P 0K4",Vancouver,2 Bedroom,2,1.5,650.0,2900,0,49.20836733449659,-123.1262451669594,2024-03-19 04:59:19.228,0,0,0,0,0,0,0,0,0,0,0,0,0
Yaletown 939,Downtown Vancouver Apartments,"939 Beatty St, Vancouver, BC V6Z 3C1",Vancouver,A1,0,1.0,429.0,2586,1,49.27629015994012,-123.11607662108688,2024-03-19 04:59:19.228,0,1,1,1,1,0,1,0,0,0,0,0,1
Yaletown 939,Downtown Vancouver Apartments,"939 Beatty St, Vancouver, BC V6Z 3C1",Vancouver,C5,1,1.0,521.0,2893,1,49.27629015994012,-123.11607662108688,2024-03-19 04:59:19.228,0,1,1,1,1,0,1,0,0,0,0,0,1
Yaletown 939,Downtown Vancouver Apartments,"939 Beatty St, Vancouver, BC V6Z 3C1",Vancouver,I1,2,2.0,733.0,3778,1,49.27629015994012,-123.11607662108688,2024-03-19 04:59:19.228,0,1,1,1,1,0,1,0,0,0,0,0,1
Dunway Court,Kitsilano Apartments,"3550 Broadway W, Vancouver, BC V6R 2B6",Vancouver,C1,1,1.0,650.0,2918,1,49.26424743326991,-123.18283987275802,2024-03-19 04:59:19.228,0,0,1,0,0,1,0,0,1,0,0,0,1
Dunway Court,Kitsilano Apartments,"3550 Broadway W, Vancouver, BC V6R 2B6",Vancouver,C1,1,1.0,650.0,3043,1,49.26424743326991,-123.18283987275802,2024-03-19 04:59:19.228,0,0,1,0,0,1,0,0,1,0,0,0,1
1355 West 14th,Fairview Apartments,"1355 14th Ave W, Vancouver, BC V6H 1R2",Vancouver,1355 West 14th - Plan A,2,1.0,792.0,3323,1,49.25891454941143,-123.13508787635013,2024-03-19 04:59:19.228,0,0,0,0,0,1,0,0,1,0,1,0,0
Zephyr,West End Apartments,"1661 Davie St, Vancouver, BC V6G 1W1",Vancouver,Studio,0,1.0,500.0,2750,1,49.2859436857437,-123.13963124269634,2024-03-19 04:59:19.228,0,1,1,1,0,1,0,1,1,0,0,0,1
Zephyr,West End Apartments,"1661 Davie St, Vancouver, BC V6G 1W1",Vancouver,1 Bedroom,1,1.0,550.0,2995,1,49.2859436857437,-123.13963124269634,2024-03-19 04:59:19.228,0,1,1,1,0,1,0,1,1,0,0,0,1
Zephyr,West End Apartments,"1661 Davie St, Vancouver, BC V6G 1W1",Vancouver,2 Bedroom,2,2.0,918.0,4495,1,49.2859436857437,-123.13963124269634,2024-03-19 04:59:19.228,0,1,1,1,0,1,0,1,1,0,0,0,1
Victoria Mews,Victoria,"1933 41st Ave E, Vancouver, BC V5P 4Y4",Vancouver,2-Bedroom 1-Bath,2,1.0,786.0,2950,1,49.23272502062147,-123.06661463867698,2024-03-19 04:59:19.228,0,0,0,0,0,1,0,0,1,0,1,0,1
Victoria Mews,Victoria,"1933 41st Ave E, Vancouver, BC V5P 4Y4",Vancouver,2-Bedroom 1.5-Bath Unit With Den,2,1.0,1227.0,3650,1,49.23272502062147,-123.06661463867698,2024-03-19 04:59:19.228,0,0,0,0,0,1,0,0,1,0,1,0,1
Granville at 70th,Marpole Apartments,"8555 Granville St, Vancouver, BC V6P 0C3",Vancouver,Unit C307 - 1 Bed + Den,1,1.0,473.0,2300,0,49.20920980468157,-123.14070650115082,2024-03-19 04:59:19.228,1,1,0,1,0,1,0,0,1,0,1,0,1
Granville at 70th,Marpole Apartments,"8555 Granville St, Vancouver, BC V6P 0C3",Vancouver,Unit C511 - 1 Bed + Den,1,1.0,568.0,2595,0,49.20920980468157,-123.14070650115082,2024-03-19 04:59:19.228,1,1,0,1,0,1,0,0,1,0,1,0,1
1770 Pendrell by Westbank,West End Apartments,"1770 Pendrell St, Vancouver, BC V6G 0C5",Vancouver,Unit 505 - 1BR + 1BA + Balcony,0,1.0,440.0,2695,1,49.28769494521273,-123.14047012854596,2024-03-19 04:59:19.228,0,1,1,0,0,1,0,1,1,0,0,0,1
1770 Pendrell by Westbank,West End Apartments,"1770 Pendrell St, Vancouver, BC V6G 0C5",Vancouver,Unit 1903 - 1BR + 1BA + Balcony,1,1.0,650.0,3300,1,49.28769494521273,-123.14047012854596,2024-03-19 04:59:19.228,0,1,1,0,0,1,0,1,1,0,0,0,1
1770 Pendrell by Westbank,West End Apartments,"1770 Pendrell St, Vancouver, BC V6G 0C5",Vancouver,Unit 101 - 2BR + 2BA + Balcony,2,2.0,820.0,4125,1,49.28769494521273,-123.14047012854596,2024-03-19 04:59:19.228,0,1,1,0,0,1,0,1,1,0,0,0,1
1770 Pendrell by Westbank,West End Apartments,"1770 Pendrell St, Vancouver, BC V6G 0C5",Vancouver,Unit 1605 - 3BR + 2BA + Flex + Balcony,3,2.0,990.0,4995,1,49.28769494521273,-123.14047012854596,2024-03-19 04:59:19.228,0,1,1,0,0,1,0,1,1,0,0,0,1
1360 Hornby Street,Downtown Vancouver Apartments,"1360 Hornby St, Vancouver, BC V6Z 1W5",Vancouver,Studio,0,1.0,448.0,2441,0,49.27675181228668,-123.1305258244942,2024-03-19 04:59:19.228,0,0,0,0,0,0,0,0,0,0,0,0,0
1360 Hornby Street,Downtown Vancouver Apartments,"1360 Hornby St, Vancouver, BC V6Z 1W5",Vancouver,1 Bedroom,1,1.0,568.0,2678,0,49.27675181228668,-123.1305258244942,2024-03-19 04:59:19.228,0,0,0,0,0,0,0,0,0,0,0,0,0
Rio Vista,Marpole Apartments,"1373 73rd Ave W, Vancouver, BC V6P 3E9",Vancouver,Rio Vista - Plan K (Jr. 1 Bed),1,1.0,581.0,1938,1,49.20487632885684,-123.13710578740928,2024-03-19 04:59:19.228,0,0,0,0,0,1,0,0,1,0,1,0,0
Rio Vista,Marpole Apartments,"1373 73rd Ave W, Vancouver, BC V6P 3E9",Vancouver,Rio Vista - Plan E,1,1.0,636.0,2149,1,49.20487632885684,-123.13710578740928,2024-03-19 04:59:19.228,0,0,0,0,0,1,0,0,1,0,1,0,0
Richards ,Downtown Vancouver Apartments,"510 Richards St, Vancouver, BC V6B None",Vancouver,A3- Studio 1 Bath,0,1.0,420.0,2350,1,49.28307300335392,-123.1132789494184,2024-03-19 04:59:19.228,1,1,1,1,0,1,0,0,0,0,0,0,1
Richards ,Downtown Vancouver Apartments,"510 Richards St, Vancouver, BC V6B None",Vancouver,A- Studio 1 Bath,0,1.0,480.0,2650,1,49.28307300335392,-123.1132789494184,2024-03-19 04:59:19.228,1,1,1,1,0,1,0,0,0,0,0,0,1
Richards ,Downtown Vancouver Apartments,"510 Richards St, Vancouver, BC V6B None",Vancouver,D- 2BD 2BTH Flex,2,2.0,750.0,4500,1,49.28307300335392,-123.1132789494184,2024-03-19 04:59:19.228,1,1,1,1,0,1,0,0,0,0,0,0,1
Richards ,Downtown Vancouver Apartments,"510 Richards St, Vancouver, BC V6B None",Vancouver,C- 2BD 2BTH,2,2.0,810.0,4880,1,49.28307300335392,-123.1132789494184,2024-03-19 04:59:19.228,1,1,1,1,0,1,0,0,0,0,0,0,1
Fraser Flats Apartments,Killarney Apartments,"3688 3618-3688 Sawmill Crescent, Vancouver, BC V5S 0E6",Vancouver,"1 Bdrm available at 3618-3688 Sawmill Crescent, Vancouver",1,1.0,586.0,2395,1,49.206212796012124,-123.02454438634636,2024-03-19 04:59:19.228,0,1,0,1,0,1,0,0,1,0,0,0,0
Fraser Flats Apartments,Killarney Apartments,"3688 3618-3688 Sawmill Crescent, Vancouver, BC V5S 0E6",Vancouver,"2 Bdrm available at 3618-3688 Sawmill Crescent, Vancouver",2,1.0,992.0,3080,1,49.206212796012124,-123.02454438634636,2024-03-19 04:59:19.228,0,1,0,1,0,1,0,0,1,0,0,0,0
The Glenmore,West End Apartments,"1885 Barclay St, Vancouver, BC V6G 1K7",Vancouver,The Glenmore - Plan E,1,1.0,423.0,2299,1,49.2909633280581,-123.13881341523404,2024-03-19 04:59:19.228,0,0,0,0,0,1,0,0,0,0,1,0,1
The Glenmore,West End Apartments,"1885 Barclay St, Vancouver, BC V6G 1K7",Vancouver,The Glenmore - Plan F (Jr. 1 Bed),1,1.0,423.0,2349,1,49.2909633280581,-123.13881341523404,2024-03-19 04:59:19.228,0,0,0,0,0,1,0,0,0,0,1,0,1
Barafield,West End Apartments,"1260 Harwood St, Vancouver, BC V6E 1S4",Vancouver,00514,1,1.0,456.0,2400,0,49.28092139621007,-123.13648301385862,2024-03-19 04:59:19.228,0,0,0,0,0,0,0,0,1,1,1,0,0
Barafield,West End Apartments,"1260 Harwood St, Vancouver, BC V6E 1S4",Vancouver,00312,1,1.0,465.0,2750,0,49.28092139621007,-123.13648301385862,2024-03-19 04:59:19.228,0,0,0,0,0,0,0,0,1,1,1,0,0
Barafield,West End Apartments,"1260 Harwood St, Vancouver, BC V6E 1S4",Vancouver,00403,1,1.0,462.0,2750,0,49.28092139621007,-123.13648301385862,2024-03-19 04:59:19.228,0,0,0,0,0,0,0,0,1,1,1,0,0
Barafield,West End Apartments,"1260 Harwood St, Vancouver, BC V6E 1S4",Vancouver,00714,1,1.0,456.0,2750,0,49.28092139621007,-123.13648301385862,2024-03-19 04:59:19.228,0,0,0,0,0,0,0,0,1,1,1,0,0
Barafield,West End Apartments,"1260 Harwood St, Vancouver, BC V6E 1S4",Vancouver,00218,2,1.0,620.0,3495,0,49.28092139621007,-123.13648301385862,2024-03-19 04:59:19.228,0,0,0,0,0,0,0,0,1,1,1,0,0
Chronicle,West End Apartments,"825 Nicola St, Vancouver, BC V6G 2C4",Vancouver,1 Bedroom,1,1.0,627.0,3198,1,49.2884023796812,-123.131653537219,2024-03-19 04:59:19.228,1,1,1,1,0,1,0,1,1,0,0,0,1
Chronicle,West End Apartments,"825 Nicola St, Vancouver, BC V6G 2C4",Vancouver,2 Bedroom,2,2.0,800.0,4060,1,49.2884023796812,-123.131653537219,2024-03-19 04:59:19.228,1,1,1,1,0,1,0,1,1,0,0,0,1
Ocean Park Place Apartments,West End Apartments,"990 Broughton St, Vancouver, BC V6G 2A5",Vancouver,"Bachelor available at 990 Broughton Street, Vancouver",0,1.0,410.0,2195,1,49.28602362918453,-123.13263421488666,2024-03-19 04:59:19.228,0,1,0,0,0,1,0,0,1,0,0,0,0
Ocean Park Place Apartments,West End Apartments,"990 Broughton St, Vancouver, BC V6G 2A5",Vancouver,"1 Bdrm available at 990 Broughton Street, Vancouver",1,1.0,450.0,2760,1,49.28602362918453,-123.13263421488666,2024-03-19 04:59:19.228,0,1,0,0,0,1,0,0,1,0,0,0,0
Arbutus Residences,Quilchena Apartments,"4188 Yew St, Vancouver, BC V6L 0C1",Vancouver,Studio,0,1.0,450.0,2500,1,49.25038390249504,-123.15551620789644,2024-03-19 04:59:19.228,0,1,1,1,0,1,0,1,1,0,1,0,1
Arbutus Residences,Quilchena Apartments,"4188 Yew St, Vancouver, BC V6L 0C1",Vancouver,One-Bedroom,1,1.0,685.0,3155,1,49.25038390249504,-123.15551620789644,2024-03-19 04:59:19.228,0,1,1,1,0,1,0,1,1,0,1,0,1
Arbutus Residences,Quilchena Apartments,"4188 Yew St, Vancouver, BC V6L 0C1",Vancouver,One-Bedroom (Unit 531),1,1.0,725.0,3410,1,49.25038390249504,-123.15551620789644,2024-03-19 04:59:19.228,0,1,1,1,0,1,0,1,1,0,1,0,1
Arbutus Residences,Quilchena Apartments,"4188 Yew St, Vancouver, BC V6L 0C1",Vancouver,Two-Bedroom (2),2,2.0,1000.0,4035,1,49.25038390249504,-123.15551620789644,2024-03-19 04:59:19.228,0,1,1,1,0,1,0,1,1,0,1,0,1
Arbutus Residences,Quilchena Apartments,"4188 Yew St, Vancouver, BC V6L 0C1",Vancouver,Two-Bedroom (Unit 712),2,2.0,980.0,4045,1,49.25038390249504,-123.15551620789644,2024-03-19 04:59:19.228,0,1,1,1,0,1,0,1,1,0,1,0,1
Arbutus Residences,Quilchena Apartments,"4188 Yew St, Vancouver, BC V6L 0C1",Vancouver,Two-Bedroom (Unit 811),2,2.0,990.0,4120,1,49.25038390249504,-123.15551620789644,2024-03-19 04:59:19.228,0,1,1,1,0,1,0,1,1,0,1,0,1
Arbutus Residences,Quilchena Apartments,"4188 Yew St, Vancouver, BC V6L 0C1",Vancouver,Two-Bedroom (Unit 703),2,1.0,735.0,4195,1,49.25038390249504,-123.15551620789644,2024-03-19 04:59:19.228,0,1,1,1,0,1,0,1,1,0,1,0,1
Arbutus Residences,Quilchena Apartments,"4188 Yew St, Vancouver, BC V6L 0C1",Vancouver,Three-Bedroom,3,2.0,1100.0,4850,1,49.25038390249504,-123.15551620789644,2024-03-19 04:59:19.228,0,1,1,1,0,1,0,1,1,0,1,0,1
Pine Manor,Fairview Apartments,"1745 12th Ave W, Vancouver, BC V6J 2E5",Vancouver,2 Bedroom 2 Bathroom,2,2.0,861.0,3200,0,49.26094467754828,-123.1447815457927,2024-03-19 04:59:19.228,0,0,0,0,0,0,0,0,1,0,0,0,0
Pine Manor,Fairview Apartments,"1745 12th Ave W, Vancouver, BC V6J 2E5",Vancouver,2 Bedroom | 2 Bathroom,2,2.0,861.0,3200,0,49.26094467754828,-123.1447815457927,2024-03-19 04:59:19.228,0,0,0,0,0,0,0,0,1,0,0,0,0
The Riley,Riley Park ,"181 East 32nd Ave, Vancouver, BC V5V None",Vancouver,Jr. One Bed,1,1.0,410.0,2495,1,49.24206436972395,-123.101713605157,2024-03-19 04:59:19.228,0,0,1,1,0,1,0,0,1,0,0,0,1
The Riley,Riley Park ,"181 East 32nd Ave, Vancouver, BC V5V None",Vancouver,One Bed,1,1.0,453.0,2775,1,49.24206436972395,-123.101713605157,2024-03-19 04:59:19.228,0,0,1,1,0,1,0,0,1,0,0,0,1
The Riley,Riley Park ,"181 East 32nd Ave, Vancouver, BC V5V None",Vancouver,Two Bed,2,2.0,912.0,4395,1,49.24206436972395,-123.101713605157,2024-03-19 04:59:19.228,0,0,1,1,0,1,0,0,1,0,0,0,1
Wesley Place,West End Apartments,"1022 Nelson St, Vancouver, BC V6E 4S7",Vancouver,0 Bedroom | 1 Bathroom,0,1.0,371.0,2335,0,49.281581389800365,-123.1267284613922,2024-03-19 04:59:19.228,0,0,1,1,0,1,0,0,0,0,0,0,1
Wesley Place,West End Apartments,"1022 Nelson St, Vancouver, BC V6E 4S7",Vancouver,2 Bedroom | 1 Bathroom,2,1.0,691.0,3385,0,49.281581389800365,-123.1267284613922,2024-03-19 04:59:19.228,0,0,1,1,0,1,0,0,0,0,0,0,1
The Bovill,Oakridge Apartments,"188 49th Ave E, Vancouver, BC V5W 0E6",Vancouver,studio,0,1.0,437.0,2095,1,49.22560172966707,-123.1025228443768,2024-03-19 04:59:19.228,1,0,1,1,0,1,0,0,1,0,0,0,1
The Bovill,Oakridge Apartments,"188 49th Ave E, Vancouver, BC V5W 0E6",Vancouver,1bed,1,1.0,582.0,2495,1,49.22560172966707,-123.1025228443768,2024-03-19 04:59:19.228,1,0,1,1,0,1,0,0,1,0,0,0,1
The Normandie ,West End Apartments,"1425 Haro St, Vancouver, BC V6G 1G2",Vancouver,Low Rise Apartment,0,1.0,259.0,2550,1,49.28747388765547,-123.13127229617098,2024-03-19 04:59:19.228,1,0,1,0,0,1,0,0,0,1,1,0,1
The Normandie ,West End Apartments,"1425 Haro St, Vancouver, BC V6G 1G2",Vancouver,Low Rise Apartment,1,1.0,480.0,2800,1,49.28747388765547,-123.13127229617098,2024-03-19 04:59:19.228,1,0,1,0,0,1,0,0,0,1,1,0,1
The Normandie ,West End Apartments,"1425 Haro St, Vancouver, BC V6G 1G2",Vancouver,Low Rise Apartment,2,1.0,512.0,3590,1,49.28747388765547,-123.13127229617098,2024-03-19 04:59:19.228,1,0,1,0,0,1,0,0,0,1,1,0,1
The Normandie ,West End Apartments,"1425 Haro St, Vancouver, BC V6G 1G2",Vancouver,Low Rise Apartment,2,2.0,578.0,3650,1,49.28747388765547,-123.13127229617098,2024-03-19 04:59:19.228,1,0,1,0,0,1,0,0,0,1,1,0,1
The Normandie ,West End Apartments,"1425 Haro St, Vancouver, BC V6G 1G2",Vancouver,Low Rise Apartment,3,2.0,754.0,4900,1,49.28747388765547,-123.13127229617098,2024-03-19 04:59:19.228,1,0,1,0,0,1,0,0,0,1,1,0,1
Suffolk House ,West End Apartments,"1540 Haro St, Vancouver, BC V6G 1G5",Vancouver,Apartment,0,1.0,450.0,2590,1,49.28822988912022,-123.13269291671838,2024-03-19 04:59:19.228,0,0,0,0,0,0,0,0,0,1,1,0,0
Suffolk House ,West End Apartments,"1540 Haro St, Vancouver, BC V6G 1G5",Vancouver,Apartment,1,1.0,450.0,2590,1,49.28822988912022,-123.13269291671838,2024-03-19 04:59:19.228,0,0,0,0,0,0,0,0,0,1,1,0,0
Suffolk House ,West End Apartments,"1540 Haro St, Vancouver, BC V6G 1G5",Vancouver,Apartment,2,2.0,700.0,3390,1,49.28822988912022,-123.13269291671838,2024-03-19 04:59:19.228,0,0,0,0,0,0,0,0,0,1,1,0,0
Suffolk House ,West End Apartments,"1540 Haro St, Vancouver, BC V6G 1G5",Vancouver,Penthouse,3,1.0,850.0,4490,1,49.28822988912022,-123.13269291671838,2024-03-19 04:59:19.228,0,0,0,0,0,0,0,0,0,1,1,0,0
Blue Crest Apartments,Fairview Apartments,"1625 13th Ave W, Vancouver, BC V6J 2G9",Vancouver,Studio A,0,1.0,465.0,2375,0,49.25992115617555,-123.14162179296518,2024-03-19 04:59:19.228,0,0,0,0,0,0,1,0,1,0,1,0,0
Blue Crest Apartments,Fairview Apartments,"1625 13th Ave W, Vancouver, BC V6J 2G9",Vancouver,1BB,1,1.0,702.0,2775,0,49.25992115617555,-123.14162179296518,2024-03-19 04:59:19.228,0,0,0,0,0,0,1,0,1,0,1,0,0
The Evan,Mt,"1908 Scotia St, Vancouver, BC V5T 0E8",Vancouver,1 Bedroom - Ground Floor - PET FRIENDLY! -$250 OFF FIRST 3 MONTHS!,1,1.0,487.0,2395,1,49.26762482138688,-123.09826169829488,2024-03-19 04:59:19.228,1,1,1,1,0,1,0,0,1,0,1,0,1
The Evan,Mt,"1908 Scotia St, Vancouver, BC V5T 0E8",Vancouver,1 Bedroom - $250 OFF FIRST 3 MONTHS! - PET FRIENDLY!,1,1.0,550.0,2450,1,49.26762482138688,-123.09826169829488,2024-03-19 04:59:19.228,1,1,1,1,0,1,0,0,1,0,1,0,1
The Evan,Mt,"1908 Scotia St, Vancouver, BC V5T 0E8",Vancouver,2 Bedroom at The Evan - $250 OFF/ 3 MONTHS - AVAILABLE NOW! - MOUNTAIN VIEWS! - PET FRIENDLY!,2,2.0,836.0,3250,1,49.26762482138688,-123.09826169829488,2024-03-19 04:59:19.228,1,1,1,1,0,1,0,0,1,0,1,0,1
Keel,Killarney Apartments,"8690 Jack Uppal St, Vancouver, BC V5S 0K1",Vancouver,1 Bed + 1 Bath + Den,1,1.0,578.0,2375,1,49.2044123,-123.0340917,2024-03-19 04:59:19.228,1,1,1,1,0,1,0,0,1,0,0,0,1
